ticker,subindustry,market_cap
IAS,media_and_entertainment,2112.9
IBCP,banks,462.1
IBKR,diversified_financials,6434.4
IBOC,banks,2692.2
IBRX,pharmaceuticals_biotechnology_and_life_sciences,1985.6
IBTX,banks,3078.8
ICFI,commercial_and_professional_services,1859.4
ICHR,semiconductors_and_semiconductor_equipment,862.2
ICLR,pharmaceuticals_biotechnology_and_life_sciences,20190.5
ICMB,diversified_financials,74.4
ICPT,pharmaceuticals_biotechnology_and_life_sciences,493.5
ICUI,health_care_equipment_and_services,5319
ICVX,pharmaceuticals_biotechnology_and_life_sciences,410.4
IDCC,software_and_services,1867.5
IDXX,health_care_equipment_and_services,42180.7
IDYA,pharmaceuticals_biotechnology_and_life_sciences,410.2
IEP,capital_goods,15832.7
IFRX,pharmaceuticals_biotechnology_and_life_sciences,78.2
IGMS,pharmaceuticals_biotechnology_and_life_sciences,806.4
IHRT,media_and_entertainment,2870.2
IIIV,software_and_services,608.3
IIVI,technology_hardware_and_equipment,6795.8
ILMN,pharmaceuticals_biotechnology_and_life_sciences,53762.2
ILPT,real_estate,1357.1
IMCR,pharmaceuticals_biotechnology_and_life_sciences,1582.1
IMGN,pharmaceuticals_biotechnology_and_life_sciences,1149
IMGO,pharmaceuticals_biotechnology_and_life_sciences,606.7
IMMR,technology_hardware_and_equipment,163.5
IMOS,semiconductors_and_semiconductor_equipment,1199.7
IMRA,pharmaceuticals_biotechnology_and_life_sciences,34.4
IMUX,pharmaceuticals_biotechnology_and_life_sciences,230.5
IMVT,pharmaceuticals_biotechnology_and_life_sciences,579.7
INBK,banks,418.9
INCY,pharmaceuticals_biotechnology_and_life_sciences,17588.7
INDB,banks,3784.5
INFI,pharmaceuticals_biotechnology_and_life_sciences,78.3
INFN,technology_hardware_and_equipment,1654.7
INGN,health_care_equipment_and_services,640.2
INMD,health_care_equipment_and_services,2565.5
INNV,health_care_equipment_and_services,893.1
INO,pharmaceuticals_biotechnology_and_life_sciences,674.2
INSG,technology_hardware_and_equipment,348.8
INSM,pharmaceuticals_biotechnology_and_life_sciences,2980.6
INTA,software_and_services,1579.7
INTC,semiconductors_and_semiconductor_equipment,195969.5
INTU,software_and_services,137183.8
INVA,pharmaceuticals_biotechnology_and_life_sciences,1257.9
INZY,pharmaceuticals_biotechnology_and_life_sciences,179.6
IOBT,pharmaceuticals_biotechnology_and_life_sciences,215
IONS,pharmaceuticals_biotechnology_and_life_sciences,5803.6
IOSP,chemicals,2363.7
IPAR,consumer_staples,2698.6
IPGP,technology_hardware_and_equipment,5266.9
IPHA,pharmaceuticals_biotechnology_and_life_sciences,244.7
IPSC,pharmaceuticals_biotechnology_and_life_sciences,662.3
IQ,media_and_entertainment,3275.6
IRBT,consumer_durables_and_apparel,1435.5
IRCP,real_estate,633.8
IRDM,telecommunication_services,5405.4
IREN,software_and_services,593.9
IRTC,health_care_equipment_and_services,4152.4
IRWD,pharmaceuticals_biotechnology_and_life_sciences,1913.8
ISEE,pharmaceuticals_biotechnology_and_life_sciences,1851.7
ISO,pharmaceuticals_biotechnology_and_life_sciences,93.7
ISRG,health_care_equipment_and_services,105912.2
ISSC,capital_goods,134.2
ITCI,pharmaceuticals_biotechnology_and_life_sciences,5718.6
ITIC,insurance,364.3
ITRI,technology_hardware_and_equipment,2262.7
ITRN,technology_hardware_and_equipment,486.6
IVAC,technology_hardware_and_equipment,128.7
JACK,consumer_services,1913.1
JAKK,consumer_durables_and_apparel,139.3
JAMF,software_and_services,4031.5
JAZZ,pharmaceuticals_biotechnology_and_life_sciences,10282
JBHT,transportation,18231.4
JBLU,transportation,4179.9
JBSS,consumer_staples,983.8
JD,retailing,86959.2
JJSF,consumer_staples,3000.2
JKHY,software_and_services,14723.8
JNCE,pharmaceuticals_biotechnology_and_life_sciences,354.4
JOBS,commercial_and_professional_services,4076.6
JOUT,consumer_durables_and_apparel,830.9
JRVR,insurance,893.5
KALA,pharmaceuticals_biotechnology_and_life_sciences,64.3
KALU,metals_and_mining,1617.7
KBAL,commercial_and_professional_services,298
KC,software_and_services,1021
KDNY,pharmaceuticals_biotechnology_and_life_sciences,858.4
KDP,consumer_staples,53266
KE,technology_hardware_and_equipment,452
KFRC,commercial_and_professional_services,1509.1
KHC,consumer_staples,52192.7
KIRK,retailing,103.6
KLAC,semiconductors_and_semiconductor_equipment,50914.7
KLIC,semiconductors_and_semiconductor_equipment,3237.1
KLTR,software_and_services,202
KLXE,energy,65.9
KMDA,pharmaceuticals_biotechnology_and_life_sciences,254.5
KMPH,pharmaceuticals_biotechnology_and_life_sciences,155.2
KNBE,software_and_services,4258.3
KNDI,automobiles_and_components,209.7
KNSA,pharmaceuticals_biotechnology_and_life_sciences,765
KNTE,pharmaceuticals_biotechnology_and_life_sciences,393.8
KPTI,pharmaceuticals_biotechnology_and_life_sciences,566.2
KRNT,capital_goods,3618.5
KRNY,banks,893.7
KRON,pharmaceuticals_biotechnology_and_life_sciences,325.5
KRT,capital_goods,386.5
KTOS,capital_goods,2390.7
KURA,pharmaceuticals_biotechnology_and_life_sciences,1071.8
KVHI,technology_hardware_and_equipment,163.5
KZR,pharmaceuticals_biotechnology_and_life_sciences,829.1
LAB,pharmaceuticals_biotechnology_and_life_sciences,250.1
LAMR,real_estate,11655.3
LANC,consumer_staples,4292.2
LASR,technology_hardware_and_equipment,666.4
LAUR,consumer_services,2009.5
LAWS,capital_goods,322.9
LAZR,automobiles_and_components,4890.8
LBAI,banks,1057.2
LBC,banks,704.5
LCID,automobiles_and_components,35396.2
LCUT,consumer_durables_and_apparel,297.9
LECO,capital_goods,7774.2
LEE,media_and_entertainment,152.6
LEGH,consumer_durables_and_apparel,458.5
LEGN,pharmaceuticals_biotechnology_and_life_sciences,5899.2
LESL,retailing,3804.1
LFST,health_care_equipment_and_services,3866.2
LFUS,technology_hardware_and_equipment,5710.7
LGIH,consumer_durables_and_apparel,2222.5
LGO,metals_and_mining,732.3
LHCG,health_care_equipment_and_services,5189.3
LHDX,health_care_equipment_and_services,139.4
LI,automobiles_and_components,25749.9
LILA,telecommunication_services,2539.4
LILM,capital_goods,1057
LINC,consumer_services,188
LITE,technology_hardware_and_equipment,6277.8
LIVN,health_care_equipment_and_services,4559.4
LKFN,banks,1961.5
LKQ,retailing,14181.1
LLNW,software_and_services,739
LMNR,consumer_staples,242.3
LNDC,consumer_staples,306
LNT,utilities,16000.6
LOB,banks,2194.1
LOCO,consumer_services,403.8
LOGI,technology_hardware_and_equipment,11733.5
LOPE,consumer_services,3516.5
LPLA,diversified_financials,17493.8
LPSN,software_and_services,1835.3
LQDT,retailing,660.8
LRCX,semiconductors_and_semiconductor_equipment,66847.1
LRFC,diversified_financials,60.6
LSCC,semiconductors_and_semiconductor_equipment,7073.5
LSTR,transportation,5487.8
LTCH,software_and_services,526.8
LULU,consumer_durables_and_apparel,51761.4
LUNG,health_care_equipment_and_services,1036.9
LVOX,software_and_services,283.9
LVTX,pharmaceuticals_biotechnology_and_life_sciences,108.8
LX,diversified_financials,471.5
LXRX,pharmaceuticals_biotechnology_and_life_sciences,332.1
LYEL,pharmaceuticals_biotechnology_and_life_sciences,1315.9
LYFT,transportation,12656.1
LYLT,media_and_entertainment,390.8
LYTS,capital_goods,163.8
LZ,commercial_and_professional_services,3045.8
MANH,software_and_services,8932.4
MANT,commercial_and_professional_services,3381.7
MAPS,software_and_services,482.2
MAR,consumer_services,61779
MASI,health_care_equipment_and_services,7566.4
MAT,consumer_durables_and_apparel,8247.6
MATW,commercial_and_professional_services,952.2
MAXN,semiconductors_and_semiconductor_equipment,610.2
MBWM,banks,556.1
MCBC,banks,307.9
MCBS,banks,569.4
MCHP,semiconductors_and_semiconductor_equipment,38307.8
MCHX,media_and_entertainment,90.9
MCRB,pharmaceuticals_biotechnology_and_life_sciences,533.7
MCRI,consumer_services,1712.3
MDGL,pharmaceuticals_biotechnology_and_life_sciences,1322.4
MDLZ,consumer_staples,90192.7
MDRX,health_care_equipment_and_services,2596.1
ME,health_care_equipment_and_services,1542.6
MEDP,pharmaceuticals_biotechnology_and_life_sciences,5256.1
MELI,retailing,56991.1
MEOH,chemicals,4058.5
MERC,paper_and_forest_products,1064.6
MESA,transportation,141
MESO,pharmaceuticals_biotechnology_and_life_sciences,543.4
METC,metals_and_mining,875.3
MFIN,diversified_financials,202.4
MGEE,utilities,2973.7
MGI,software_and_services,1022.3
MGIC,software_and_services,848
MGNI,media_and_entertainment,1544.9
MGNX,pharmaceuticals_biotechnology_and_life_sciences,504.1
MGPI,consumer_staples,2045.4
MGRC,capital_goods,2138.6
MGTX,pharmaceuticals_biotechnology_and_life_sciences,574.6
MIDD,capital_goods,8345.2
MIME,software_and_services,5334.9
MIND,energy,20.7
MIST,pharmaceuticals_biotechnology_and_life_sciences,214.2
MKSI,semiconductors_and_semiconductor_equipment,6613.8
MKTX,diversified_financials,9977.6
MLAB,health_care_equipment_and_services,1294.1
MLCO,consumer_services,3245.3
MLKN,commercial_and_professional_services,2539.8
MMSI,health_care_equipment_and_services,3936.7
MMYT,consumer_services,2770.2
MNDT,software_and_services,5168.2
MNDY,software_and_services,6308.2
MNRO,retailing,1588.4
MNST,consumer_staples,44360.3
MNTS,capital_goods,274.7
MNTV,software_and_services,2760.4
MODV,health_care_equipment_and_services,1653.8
MOFG,banks,505.5
MOLN,pharmaceuticals_biotechnology_and_life_sciences,596.8
MOMO,media_and_entertainment,932.7
MOR,pharmaceuticals_biotechnology_and_life_sciences,872.9
MORN,diversified_financials,12009.8
MPAA,automobiles_and_components,308.1
MPWR,semiconductors_and_semiconductor_equipment,20345.4
MQ,software_and_services,6247.7
MRBK,banks,198.1
MRCC,diversified_financials,231.4
MRCY,capital_goods,3473.9
MRNA,pharmaceuticals_biotechnology_and_life_sciences,61549.2
MRSN,pharmaceuticals_biotechnology_and_life_sciences,391.1
MRTN,transportation,1363.4
MRTX,pharmaceuticals_biotechnology_and_life_sciences,4263
MRVI,pharmaceuticals_biotechnology_and_life_sciences,4495.6
MRVL,semiconductors_and_semiconductor_equipment,54064.2
MSBI,banks,621.2
MSEX,utilities,1651.7
MSFT,software_and_services,2138856
MSTR,software_and_services,5322.7
MTCH,media_and_entertainment,26778.3
MTEM,pharmaceuticals_biotechnology_and_life_sciences,127.2
MTEX,consumer_staples,64.9
MTLS,software_and_services,1105.5
MTRX,capital_goods,185.6
MTSI,semiconductors_and_semiconductor_equipment,3702.8
MU,semiconductors_and_semiconductor_equipment,81215.2
MVST,capital_goods,1745.3
MXCT,pharmaceuticals_biotechnology_and_life_sciences,554.4
MXL,semiconductors_and_semiconductor_equipment,3588.2
MYFW,banks,305.1
MYGN,pharmaceuticals_biotechnology_and_life_sciences,1850.3
MYNA,capital_goods,219.1
MYRG,capital_goods,1554.3
NARI,health_care_equipment_and_services,4973.6
NATH,consumer_services,208.4
NATI,technology_hardware_and_equipment,5230
NAUT,pharmaceuticals_biotechnology_and_life_sciences,491.5
NAVI,diversified_financials,2685.1
NBIX,pharmaceuticals_biotechnology_and_life_sciences,9338.9
NBRV,pharmaceuticals_biotechnology_and_life_sciences,22.3
NBTB,banks,1554.7
NBTX,pharmaceuticals_biotechnology_and_life_sciences,225
NCMI,media_and_entertainment,208.2
NCNA,pharmaceuticals_biotechnology_and_life_sciences,49.9
NCNO,software_and_services,4583.3
NDAQ,diversified_financials,29765.2
NDLS,consumer_services,244.5
NDSN,capital_goods,12928.9
NEOG,health_care_equipment_and_services,3158.4
NFBK,banks,672
NFE,energy,9368.8
NFLX,media_and_entertainment,154770
NGM,pharmaceuticals_biotechnology_and_life_sciences,1227.5
NH,health_care_equipment_and_services,81.8
NICE,software_and_services,13496.4
NICK,diversified_financials,78.7
NKLA,capital_goods,3339.7
NKTR,pharmaceuticals_biotechnology_and_life_sciences,862.4
NKTX,pharmaceuticals_biotechnology_and_life_sciences,278.5
NLOK,software_and_services,15645.7
NMFC,diversified_financials,1336.6
NMRK,real_estate,2533.4
NNBR,capital_goods,114.1
NOVT,technology_hardware_and_equipment,4721.6
NRC,health_care_equipment_and_services,968
NRIM,banks,251.4
NSIT,technology_hardware_and_equipment,3577.2
NSSC,technology_hardware_and_equipment,710.4
NTAP,technology_hardware_and_equipment,17159.8
NTCT,technology_hardware_and_equipment,2426.1
NTES,media_and_entertainment,60916.7
NTGR,technology_hardware_and_equipment,656.8
NTNX,software_and_services,6034.7
NTRA,pharmaceuticals_biotechnology_and_life_sciences,3600.5
NTRS,diversified_financials,23225.3
NTUS,health_care_equipment_and_services,1146.9
NUVA,health_care_equipment_and_services,3096.1
NUVL,pharmaceuticals_biotechnology_and_life_sciences,574.9
NVAX,pharmaceuticals_biotechnology_and_life_sciences,4164.3
NVCR,health_care_equipment_and_services,8608.3
NVDA,semiconductors_and_semiconductor_equipment,555841.1
NVEI,software_and_services,9830.8
NVMI,semiconductors_and_semiconductor_equipment,2854.5
NWBI,banks,1692.3
NWE,utilities,3331.3
NWL,consumer_durables_and_apparel,9509.5
NWLI,insurance,755.1
NWPX,capital_goods,274.8
NWS,media_and_entertainment,12825.1
NWSA,media_and_entertainment,12825.1
NXGN,health_care_equipment_and_services,1355.4
NXPI,semiconductors_and_semiconductor_equipment,46902.4
NXST,media_and_entertainment,7041.1
NXTC,pharmaceuticals_biotechnology_and_life_sciences,134.2
NYMT,diversified_financials,1254.4
OAS,energy,2908.8
OB,media_and_entertainment,592.3
OBNK,banks,991.5
OBSV,pharmaceuticals_biotechnology_and_life_sciences,86.8
OCDX,health_care_equipment_and_services,4467.9
OCFC,banks,1146.1
OCSL,diversified_financials,1357.1
ODFL,transportation,31150.1
ODP,retailing,2209.5
OFIX,health_care_equipment_and_services,666.7
OFS,diversified_financials,169.1
OGI,pharmaceuticals_biotechnology_and_life_sciences,504.3
OIIM,semiconductors_and_semiconductor_equipment,105.1
OKTA,software_and_services,23355.6
OLED,semiconductors_and_semiconductor_equipment,7269.6
OLMA,pharmaceuticals_biotechnology_and_life_sciences,127.5
OLPX,consumer_staples,10244.5
OM,health_care_equipment_and_services,2126.9
OMAB,transportation,2844.7
OMCL,health_care_equipment_and_services,5314.9
OMGA,pharmaceuticals_biotechnology_and_life_sciences,244.3
OMIC,pharmaceuticals_biotechnology_and_life_sciences,354.4
ON,semiconductors_and_semiconductor_equipment,24384.2
ONB,banks,4673.3
ONEM,health_care_equipment_and_services,1938.2
OPCH,health_care_equipment_and_services,5315
OPEN,real_estate,5320.7
OPI,real_estate,1213.1
OPK,pharmaceuticals_biotechnology_and_life_sciences,2187.5
OPRA,software_and_services,632.2
OPRT,diversified_financials,432.6
OPT,pharmaceuticals_biotechnology_and_life_sciences,265.7
OPTN,pharmaceuticals_biotechnology_and_life_sciences,191.2
ORIC,pharmaceuticals_biotechnology_and_life_sciences,152.2
ORLY,retailing,48415.6
ORTX,pharmaceuticals_biotechnology_and_life_sciences,88.2
OSBC,banks,649.6
OSIS,technology_hardware_and_equipment,1428.1
OSUR,health_care_equipment_and_services,501.9
OTEX,software_and_services,11352.1
OTIC,pharmaceuticals_biotechnology_and_life_sciences,123.1
OTLY,consumer_staples,2521
OTTR,utilities,2612
OVID,pharmaceuticals_biotechnology_and_life_sciences,221.7
OXLC,diversified_financials,961.1
OXSQ,diversified_financials,200.8
OYST,pharmaceuticals_biotechnology_and_life_sciences,208.3
OZK,banks,5185.1
PAAS,metals_and_mining,6028.9
PACB,pharmaceuticals_biotechnology_and_life_sciences,1666.8
PACW,banks,4713.8
PANW,software_and_services,61903.4
PARA,media_and_entertainment,23641.2
PASG,pharmaceuticals_biotechnology_and_life_sciences,141.7
PATI,transportation,27.7
PATK,automobiles_and_components,1439.3
PAX,diversified_financials,2285.9
PAYX,software_and_services,49625.5
PBPB,consumer_services,187.7
PBYI,pharmaceuticals_biotechnology_and_life_sciences,125.8
PCAR,capital_goods,29865.3
PCB,banks,326.8
PCH,real_estate,3761.3
PCRX,pharmaceuticals_biotechnology_and_life_sciences,3316.5
PCTI,technology_hardware_and_equipment,79
PCTY,software_and_services,11202.8
PCVX,pharmaceuticals_biotechnology_and_life_sciences,1309.2
PDCE,energy,7268
PDCO,health_care_equipment_and_services,3262.5
PDD,retailing,49880.9
PDFS,semiconductors_and_semiconductor_equipment,899.7
PEBO,banks,865.7
PECO,real_estate,4081.6
PEGA,software_and_services,6182
PENN,consumer_services,6459.4
PEP,consumer_staples,239163.7
PERI,media_and_entertainment,1074.1
PETQ,health_care_equipment_and_services,659
PETS,retailing,512.2
PFBC,banks,1079
PFC,banks,1052.3
PFG,insurance,19636.5
PFHD,banks,318.5
PFIS,banks,357.3
PFMT,commercial_and_professional_services,186.2
PGC,banks,588.3
PGEN,pharmaceuticals_biotechnology_and_life_sciences,337.3
PGNY,health_care_equipment_and_services,3963.5
PHAT,pharmaceuticals_biotechnology_and_life_sciences,546.2
PHVS,pharmaceuticals_biotechnology_and_life_sciences,571.9
PI,semiconductors_and_semiconductor_equipment,1267
PINC,health_care_equipment_and_services,4425.1
PKOH,capital_goods,159
PLAB,semiconductors_and_semiconductor_equipment,981.5
PLAY,consumer_services,2372.9
PLCE,retailing,737.6
PLMR,insurance,1494.4
PLPC,capital_goods,307.1
PLRX,pharmaceuticals_biotechnology_and_life_sciences,251
PLTK,media_and_entertainment,7912.2
PLUS,technology_hardware_and_equipment,1500.3
PLXS,technology_hardware_and_equipment,2223.6
PLYA,consumer_services,1460.5
PMVP,pharmaceuticals_biotechnology_and_life_sciences,734
PNFP,banks,6584.6
PNTG,health_care_equipment_and_services,508
PODD,health_care_equipment_and_services,18774.1
POOL,retailing,17245.6
POSH,retailing,1023.3
POWI,semiconductors_and_semiconductor_equipment,5002.3
POWL,capital_goods,238.2
PPBI,banks,3339.3
PPC,consumer_staples,6909.6
PRAA,diversified_financials,1826.4
PRAX,pharmaceuticals_biotechnology_and_life_sciences,373.6
PRDO,consumer_services,803.3
PRFT,software_and_services,3848.4
PRGS,software_and_services,2164.7
PRIM,capital_goods,1439.9
PRLD,pharmaceuticals_biotechnology_and_life_sciences,269
PROV,banks,115.3
PRPL,consumer_durables_and_apparel,462.7
PRTA,pharmaceuticals_biotechnology_and_life_sciences,1633.1
PRTS,retailing,386.6
PRVA,health_care_equipment_and_services,3053.1
PRVB,pharmaceuticals_biotechnology_and_life_sciences,371.5
PSEC,diversified_financials,3294.9
PSMT,consumer_staples,2517.6
PSTX,pharmaceuticals_biotechnology_and_life_sciences,210.8
PTC,software_and_services,11685.9
PTCT,pharmaceuticals_biotechnology_and_life_sciences,3105.6
PTEN,energy,3952.7
PTLO,consumer_services,846.1
PTMN,diversified_financials,233
PTNR,telecommunication_services,1538.6
PTON,consumer_durables_and_apparel,8134.2
PTRA,capital_goods,1539
PTVE,containers_and_packaging,1747.3
PWOD,banks,166.6
PWP,diversified_financials,394.6
PYCR,software_and_services,5051.2
PYPL,software_and_services,120379.9
PYXS,pharmaceuticals_biotechnology_and_life_sciences,99.9
PZZA,consumer_services,3800.2
QCOM,semiconductors_and_semiconductor_equipment,158963.4
QDEL,health_care_equipment_and_services,4705.5
QFIN,diversified_financials,2259.7
QLYS,software_and_services,5710.8
QNST,media_and_entertainment,603.9
QQQX,diversified_financials,1134.1
QRVO,semiconductors_and_semiconductor_equipment,12723.4
QTT,media_and_entertainment,44.3
QURE,pharmaceuticals_biotechnology_and_life_sciences,817.7
RAIL,capital_goods,94.5
RAIN,pharmaceuticals_biotechnology_and_life_sciences,124.1
RARE,pharmaceuticals_biotechnology_and_life_sciences,5419
RBB,banks,458.5
RBBN,technology_hardware_and_equipment,483.4
RCII,retailing,1541.8
RCKY,consumer_durables_and_apparel,299.8
RCM,health_care_equipment_and_services,7537.6
RDFN,real_estate,1572.5
RDWR,technology_hardware_and_equipment,1417.7
REAL,retailing,666.3
REG,real_estate,12244.8
REGI,energy,3091.3
REGN,pharmaceuticals_biotechnology_and_life_sciences,76233.9
RELL,technology_hardware_and_equipment,166.7
RELY,software_and_services,1787.9
RENT,retailing,377.2
REPL,pharmaceuticals_biotechnology_and_life_sciences,857.7
REYN,consumer_staples,6168.9
RGEN,pharmaceuticals_biotechnology_and_life_sciences,8540.5
RGLD,metals_and_mining,9327.9
RGNX,pharmaceuticals_biotechnology_and_life_sciences,1299
RGP,commercial_and_professional_services,599.5
RIDE,automobiles_and_components,479.4
RIGL,pharmaceuticals_biotechnology_and_life_sciences,488.4
RIVN,automobiles_and_components,35256.6
RLMD,pharmaceuticals_biotechnology_and_life_sciences,772.6
RLYB,pharmaceuticals_biotechnology_and_life_sciences,313
RMBS,semiconductors_and_semiconductor_equipment,2939.5
RNST,banks,1839.1
RNW,utilities,3242.5
RNWK,software_and_services,28.3
ROAD,capital_goods,1451.3
ROCC,energy,803.6
ROCK,capital_goods,1338.6
ROIC,real_estate,2403.6
ROKU,media_and_entertainment,15800.6
ROLL,capital_goods,5316.5
ROOT,insurance,442.7
ROST,retailing,37725.5
RPID,pharmaceuticals_biotechnology_and_life_sciences,239.1
RPRX,pharmaceuticals_biotechnology_and_life_sciences,19241
RPTX,pharmaceuticals_biotechnology_and_life_sciences,491.2
RRBI,banks,384.5
RRGB,consumer_services,231.6
RRR,consumer_services,2926.4
RTL,real_estate,1051.3
RTLR,energy,545
RUBY,pharmaceuticals_biotechnology_and_life_sciences,144.3
RUN,capital_goods,5106.3
RUTH,consumer_services,715.6
RVLP,pharmaceuticals_biotechnology_and_life_sciences,148.7
RVMD,pharmaceuticals_biotechnology_and_life_sciences,1775.3
RVSB,banks,160.8
RWAY,diversified_financials,595.9
RXDX,pharmaceuticals_biotechnology_and_life_sciences,1195
RXRX,pharmaceuticals_biotechnology_and_life_sciences,1106.6
RXT,software_and_services,2210.8
SABR,software_and_services,3578.3
SAFM,consumer_staples,4276.7
SAFT,insurance,1331.5
SAIA,transportation,5445
SANA,pharmaceuticals_biotechnology_and_life_sciences,1394.4
SANG,technology_hardware_and_equipment,271.9
SANM,technology_hardware_and_equipment,2564.5
SASR,banks,2026.4
SATS,telecommunication_services,2154.7
SBAC,real_estate,38984.5
SBCF,banks,2089.7
SBGI,media_and_entertainment,1751.2
SBLK,transportation,3266.6
SBNY,banks,17875.5
SBRA,real_estate,2867.8
SBSI,banks,1304.2
SBUX,consumer_services,93427.4
SCHL,media_and_entertainment,1325.2
SCHN,metals_and_mining,1621
SCOR,media_and_entertainment,234.2
SCPH,pharmaceuticals_biotechnology_and_life_sciences,139.9
SCPL,media_and_entertainment,333.1
SCSC,technology_hardware_and_equipment,881
SCVL,retailing,933.8
SCWX,software_and_services,1068.6
SDC,health_care_equipment_and_services,281.6
SDGR,health_care_equipment_and_services,2085
SEAC,software_and_services,56.6
SEAT,retailing,823.3
SEDG,semiconductors_and_semiconductor_equipment,16801.3
SEER,pharmaceuticals_biotechnology_and_life_sciences,668.2
SEIC,diversified_financials,8179.5
SFIX,retailing,1120.4
SFM,consumer_staples,3601.9
SFNC,banks,3361.4
SGEN,pharmaceuticals_biotechnology_and_life_sciences,26523.3
SGH,semiconductors_and_semiconductor_equipment,1219.7
SGHT,health_care_equipment_and_services,437.8
SGMO,pharmaceuticals_biotechnology_and_life_sciences,750.9
SGMS,consumer_services,6060.6
SGRY,health_care_equipment_and_services,5027.6
SGTX,pharmaceuticals_biotechnology_and_life_sciences,43.1
SHBI,banks,404.4
SHC,pharmaceuticals_biotechnology_and_life_sciences,6213.5
SHCR,health_care_equipment_and_services,921.3
SHEN,telecommunication_services,1141.6
SHOO,consumer_durables_and_apparel,3417.3
SHYF,capital_goods,1057
SIEN,health_care_equipment_and_services,107.9
SIGI,insurance,5210.5
SILC,technology_hardware_and_equipment,251.7
SILK,health_care_equipment_and_services,1603.5
SIMO,semiconductors_and_semiconductor_equipment,2670.4
SIOX,pharmaceuticals_biotechnology_and_life_sciences,44.3
SIRI,media_and_entertainment,25249.7
SIVB,banks,31585.5
SKYW,transportation,1542.9
SLAB,semiconductors_and_semiconductor_equipment,5155
SLDB,pharmaceuticals_biotechnology_and_life_sciences,103.9
SLDP,automobiles_and_components,1433.6
SLGN,containers_and_packaging,5003.8
SLM,diversified_financials,4833.5
SLP,health_care_equipment_and_services,1022.9
SLRC,diversified_financials,974.2
SMCI,technology_hardware_and_equipment,2315.8
SMFR,health_care_equipment_and_services,612.4
SMMF,banks,319.4
SMTC,semiconductors_and_semiconductor_equipment,4045.1
SNBR,retailing,1159.6
SNCR,software_and_services,128.5
SNCY,transportation,1600.8
SND,energy,199.8
SNDX,pharmaceuticals_biotechnology_and_life_sciences,934.2
SNEX,diversified_financials,1468.9
SNPO,consumer_durables_and_apparel,1073.7
SNPS,software_and_services,46898.7
SNY,pharmaceuticals_biotechnology_and_life_sciences,138209.5
SOFI,diversified_financials,6746.4
SOHU,media_and_entertainment,637.1
SOND,consumer_services,1026.3
SONO,consumer_durables_and_apparel,3303.8
SOPH,health_care_equipment_and_services,486.6
SOVO,consumer_staples,1614.3
SP,commercial_and_professional_services,702.7
SPFI,banks,465.6
SPI,semiconductors_and_semiconductor_equipment,65.2
SPLK,software_and_services,21925.9
SPNE,health_care_equipment_and_services,401.7
SPNS,software_and_services,1393.5
SPOK,telecommunication_services,158.7
SPPI,pharmaceuticals_biotechnology_and_life_sciences,158.3
SPRB,pharmaceuticals_biotechnology_and_life_sciences,52.2
SPRO,pharmaceuticals_biotechnology_and_life_sciences,194.9
SPSC,software_and_services,4566.4
SPTN,consumer_staples,1277.8
SPWH,retailing,476.5
SPWR,semiconductors_and_semiconductor_equipment,3678.6
SRAD,consumer_services,4189.8
SRCE,banks,1166.4
SRCL,commercial_and_professional_services,5180.2
SRDX,health_care_equipment_and_services,609.4
SREV,software_and_services,114.8
SRGA,health_care_equipment_and_services,36.1
SRPT,pharmaceuticals_biotechnology_and_life_sciences,7117.5
SRRK,pharmaceuticals_biotechnology_and_life_sciences,368.5
SSB,banks,6183.8
SSBK,banks,199.8
SSNC,software_and_services,18307.5
SSP,media_and_entertainment,1519.2
SSRM,metals_and_mining,5044.6
SSSS,diversified_financials,277.8
SSYS,technology_hardware_and_equipment,1416.7
STBA,banks,1138.4
STEP,diversified_financials,1743.5
STER,commercial_and_professional_services,2528.7
STGW,media_and_entertainment,972.9
STKL,consumer_staples,616.8
STLD,metals_and_mining,17431.9
STNE,software_and_services,3416.8
STOK,pharmaceuticals_biotechnology_and_life_sciences,702.7
STRA,consumer_services,1757.4
STRL,capital_goods,798.6
STRS,real_estate,348.1
STTK,pharmaceuticals_biotechnology_and_life_sciences,150.8
STX,technology_hardware_and_equipment,18415.9
SUMO,software_and_services,1183.2
SVC,real_estate,1482.5
SVRA,pharmaceuticals_biotechnology_and_life_sciences,142.5
SVVC,diversified_financials,22.5
SWAV,health_care_equipment_and_services,7329.3
SWBI,consumer_durables_and_apparel,682.7
SWIM,consumer_durables_and_apparel,1588.5
SWIR,technology_hardware_and_equipment,642.7
SWKS,semiconductors_and_semiconductor_equipment,19723.9
SWTX,pharmaceuticals_biotechnology_and_life_sciences,2480.5
SYBT,banks,1592.2
SYNA,semiconductors_and_semiconductor_equipment,6450.3
SYNH,pharmaceuticals_biotechnology_and_life_sciences,8107.2
SYRS,pharmaceuticals_biotechnology_and_life_sciences,58.4
TA,retailing,617.8
TALK,health_care_equipment_and_services,257.1
TARS,pharmaceuticals_biotechnology_and_life_sciences,377.1
TASK,software_and_services,3988.3
TAST,consumer_services,105.4
TBBK,banks,1507.6
TBK,banks,1967.1
TBLA,media_and_entertainment,1111.2
TBLD,diversified_financials,477.1
TBNK,banks,211.9
TCBI,banks,2946.1
TCBK,banks,1345.1
TCBX,banks,304.3
TCDA,pharmaceuticals_biotechnology_and_life_sciences,650.9
TCOM,consumer_services,14508.5
TCPC,diversified_financials,824.3
TCRR,pharmaceuticals_biotechnology_and_life_sciences,92.5
